strength_to_weight_pullup,strength_to_weight_maxhang,strength_to_weight_weightpull,exp,continuous,repeaters1,max_sport_numeric
0.1240100224789936,1.25,1.34375,4.0,31.0,68.0,7.0
0.1259784355342157,1.2214285714285713,1.2214285714285713,7.0,31.0,91.0,9.0
0.0440924524369755,1.0,1.0666666666666669,6.0,10.0,4.0,11.0
0.2232529237315215,1.6329113924050631,1.7911392405063291,7.0,54.0,206.0,17.0
0.1825483699620005,1.3503184713375798,1.573248407643312,2.0,41.0,110.0,9.0
0.1637719661944804,1.5142857142857145,1.6285714285714286,4.0,60.0,160.0,11.0
0.2004202383498887,1.5594405594405594,1.4195804195804196,5.0,60.0,130.0,9.0
0.233008894992147,1.4308943089430894,1.5121951219512195,4.0,59.0,257.0,9.0
0.2527592814858468,1.229299363057325,1.573248407643312,6.0,26.0,137.0,13.0
0.146974841456585,1.4242424242424243,1.4242424242424243,4.0,61.0,9.0,9.0
0.2280644091567699,1.3793103448275863,1.517241379310345,7.0,48.0,73.0,15.0
0.2313492874779579,1.2469135802469136,1.648148148148148,7.0,43.0,125.0,13.0
0.0676264607929072,1.0,1.134969325153374,7.0,11.0,23.0,9.0
0.3306933932773164,1.41,1.55,3.0,41.0,100.0,9.0
0.1889676533013236,1.457142857142857,1.457142857142857,3.0,30.0,90.0,3.0
0.0979832276377233,1.4444444444444444,1.3888888888888888,7.0,17.0,85.0,13.0
0.1706804610463568,1.2258064516129032,1.2903225806451613,5.0,14.0,45.0,9.0
0.2204622621848775,1.5,1.5,4.0,45.0,146.0,9.0
0.1377889138655484,1.4375,1.375,3.0,61.0,135.0,9.0
0.0942146419593494,1.1452991452991452,1.170940170940171,5.0,20.0,43.0,11.0
0.2651128469311818,1.6329113924050631,1.5696202531645569,7.0,70.0,45.0,13.0
0.179446027359784,1.2034883720930232,1.5581395348837208,5.0,36.0,123.0,9.0
0.179446027359784,1.2034883720930232,1.5581395348837208,5.0,36.0,123.0,9.0
0.2204622621848775,1.1875,1.525,7.0,24.0,99.4,11.0
0.2204622621848775,1.1875,1.525,7.0,24.0,99.4,11.0
0.1884292839186988,1.5555555555555556,1.4273504273504274,4.0,40.0,90.0,9.0
0.1884292839186988,1.5555555555555556,1.4273504273504274,4.0,40.0,90.0,9.0
0.154169414115299,1.3846153846153846,1.3496503496503498,5.0,28.0,123.0,9.0
0.154169414115299,1.3846153846153846,1.3496503496503498,5.0,28.0,123.0,9.0
0.2723370115759358,1.4966100170743943,1.5970335415170374,5.2,52.2,273.0,10.6
0.1533650519546974,1.1652457627118644,1.2154491525423727,7.0,32.0,94.2,11.0
0.344940954438924,1.7142857142857142,1.6802721088435373,7.0,85.0,197.0,15.0
0.2374208977375604,1.3076923076923077,1.3076923076923077,7.0,48.0,140.0,15.0
0.0661386786554632,1.1,1.0,5.0,27.0,5.0,3.0
0.2681297783329592,1.5405405405405403,1.7770270270270272,7.0,45.0,135.0,13.0
0.0336583606389126,1.155166641466177,1.0381679389312977,6.0,32.0,72.2,9.0
0.2204622621848775,1.1125,1.4375,7.0,31.0,90.0,11.0
0.146974841456585,1.15,1.2916666666666667,7.0,42.0,90.0,13.0
0.3510545576192317,1.4458598726114649,1.573248407643312,4.0,52.0,188.0,17.0
0.1377889138655484,1.0,1.3125,6.0,9.0,10.0,4.0
0.2428821532545261,1.2966101694915255,1.3220338983050848,5.0,38.0,173.0,13.0
0.0907785785467142,1.276470588235294,1.188235294117647,5.0,31.0,134.0,9.0
0.0249109900773872,1.1129943502824855,1.0,4.0,15.0,37.0,3.0
0.1397296027932322,1.1408450704225352,1.352112676056338,6.0,26.0,40.0,13.0
0.3218427185180694,1.3430656934306568,1.3284671532846717,7.0,69.0,246.0,13.0
0.261288607033929,1.6666666666666667,1.5925925925925926,3.0,46.0,130.0,9.0
0.0734874207282925,1.2916666666666667,1.1416666666666666,6.0,29.0,109.0,5.0
0.1894597565651291,1.546875,1.4687500000000002,6.0,45.0,40.0,7.0
0.1695863555268289,1.1153846153846154,1.2692307692307692,4.0,23.0,62.0,13.0
0.3948577830176911,1.671641791044776,1.8582089552238803,7.0,64.0,293.0,19.0
0.1503151787624165,1.2272727272727273,1.3977272727272727,4.0,35.0,76.0,9.0
0.3649030546508318,1.606896551724138,1.8551724137931036,7.0,60.0,225.0,15.0
0.128841581796357,1.1363636363636365,1.292207792207792,3.0,20.0,63.0,9.0
0.472419133253309,1.6785714285714284,1.7142857142857142,4.0,61.4,330.0,13.0
0.1458941440929337,1.2454677684427176,1.3454799169425862,3.0,21.0,56.0,5.0
0.1649494143816171,1.251572327044025,1.3773584905660377,4.0,30.0,118.8,9.0
0.2399589248270776,1.4081632653061225,1.510204081632653,3.0,43.0,96.0,4.0
0.1807067722826865,1.4043715846994536,1.4808743169398908,3.0,40.0,88.0,5.0
0.2320655391419764,1.381578947368421,1.3947368421052633,7.0,52.0,126.4,13.0
0.1224790345471542,1.277777777777778,1.2314814814814816,4.0,42.0,116.0,13.0
0.1417257399759927,1.0,1.1785714285714284,4.0,3.0,37.0,7.0
0.0537712834597262,1.2195121951219514,1.0426829268292683,7.0,26.0,36.0,9.0
0.3261276067823633,1.2366863905325445,1.710059171597633,7.0,46.0,155.0,13.0
0.3649030546508318,1.5034482758620689,1.5517241379310347,7.0,60.0,250.0,13.0
0.2309604651460622,1.4519452592904891,1.428344828142682,5.0,39.0,105.0,9.0
0.1945255254572449,1.6470588235294117,1.4117647058823528,7.0,60.0,138.0,11.0
0.2393590275150099,1.5371428571428571,1.5371428571428571,4.0,36.0,138.0,9.0
0.2271429367965405,1.3636363636363638,1.5151515151515151,3.0,45.0,57.0,9.0
0.0801680953399554,1.181818181818182,1.0818181818181818,5.0,37.0,60.0,3.0
0.2004202383498887,1.460318905371537,1.4893329193855511,6.0,35.0,128.8,5.0
0.1534863850654211,1.1455696202531644,1.3481012658227849,3.0,27.0,5.0,4.0
0.3881377855367562,1.5985915492957747,1.704225352112676,4.0,60.0,7.0,7.0
0.1296836836381632,1.2352941176470589,1.2647058823529411,5.0,23.6,85.0,11.0
0.1649717608186158,1.142857142857143,1.292517006802721,3.0,27.8,60.0,5.0
0.3371775774592245,1.676470588235294,1.676470588235294,6.0,70.0,170.0,17.0
0.1706804610463568,1.206451612903226,1.2903225806451613,2.0,31.6,85.0,5.0
0.121727629427233,1.0429447852760736,1.4171779141104297,3.0,18.0,3.0,7.0
0.2261151407024385,1.7264957264957266,1.5555555555555556,6.0,70.0,150.0,11.0
0.3169145018907615,1.20625,1.61875,5.0,28.0,120.0,7.0
0.1534863850654211,1.1455696202531644,1.3924050632911391,4.0,34.0,75.0,9.0
0.2432687031005545,1.6551724137931034,1.5862068965517242,4.0,49.0,136.0,11.0
0.2232529237315215,1.4240506329113924,1.4683544303797469,7.0,44.0,106.0,9.0
0.1511760011328748,1.075187969924812,1.2288243900698073,7.0,13.0,106.0,7.0
0.0907785785467142,1.2470588235294118,1.3352941176470587,6.0,18.0,70.0,9.0
0.176369809747902,1.6133333333333333,1.4400000000000002,6.0,57.0,150.0,15.0
0.1846804290553948,1.2513089005235605,1.523560209424084,5.0,30.0,90.2,11.0
0.146974841456585,1.1185185185185187,1.2592592592592593,3.0,23.0,25.0,3.0
0.2882968043956091,1.2076923076923078,1.4769230769230768,3.0,20.0,74.0,7.0
0.2469177336470628,1.44,1.32,4.0,45.0,114.0,9.0
0.2346621171327842,1.3142857142857145,1.354285714285714,6.4,37.8,189.0,13.0
0.2527592814858468,1.67515923566879,1.7961783439490446,5.6,62.0,250.0,11.0
0.1058218858487412,1.32,1.28,3.0,42.0,73.0,7.0
0.2939496829131701,1.3939393939393938,1.5151515151515151,5.0,42.0,75.0,7.0
0.1959664552754467,1.4444444444444446,1.4074074074074074,5.0,45.0,75.0,9.0
0.2610737315347234,1.4605263157894737,1.5855263157894737,3.0,35.0,203.0,5.0
0.1252626489686804,1.09375,1.3602272727272726,3.0,20.0,54.0,7.0
0.3700065938767176,1.5594405594405594,1.6993006993006992,4.0,42.0,103.0,9.0
0.2285279547038365,1.5182926829268293,1.5914634146341462,3.0,53.0,165.0,11.0
0.176369809747902,1.0285714285714287,1.457142857142857,4.0,12.0,35.0,7.0
0.2939496829131701,1.5454545454545454,1.5454545454545454,8.0,73.0,205.0,11.0
0.2168481267392238,1.3688524590163935,1.3688524590163935,3.0,69.0,125.0,9.0
0.3256667970617973,1.8253050738599872,1.706486833654464,3.0,86.0,275.0,17.0
0.4115295560784381,1.4333333333333336,1.9333333333333336,2.0,24.0,55.0,3.0
0.3195105249056196,1.615942028985507,1.7971014492753623,3.0,63.0,124.0,11.0
0.1002101191749443,1.0909090909090908,1.1722449239039627,4.0,13.0,32.0,7.0
0.3527396194958041,1.4333333333333336,1.7333333333333334,5.0,45.0,155.0,9.0
0.3724024699068878,1.8445945945945943,1.6283783783783785,5.0,70.0,20.0,9.0
0.3149460888355394,1.792857142857143,1.792857142857143,7.0,67.0,160.0,17.0
0.2549563576287699,1.4081632653061225,1.5782312925170068,5.0,48.0,94.0,9.0
0.2723357356401428,1.4823529411764709,1.6176470588235294,5.0,52.0,235.0,13.0
0.2645547146218531,1.5333333333333332,1.6666666666666663,3.0,35.0,80.0,11.0
0.201730174548254,1.2614379084967322,1.5032679738562091,7.0,27.0,60.0,15.0
0.0928262156567905,1.0,1.1578947368421053,1.0,7.0,36.0,3.0
0.1506263903126492,1.124223602484472,1.3105590062111805,6.0,28.0,56.0,5.0
0.2267611839615883,1.351994970479899,1.4,4.0,30.0,80.0,5.0
0.2267611839615883,1.351994970479899,1.4,4.0,30.0,80.0,5.0
0.299948656033847,1.238095238095238,1.3401360544217686,8.0,34.0,90.0,5.0
0.1980199959744409,1.3592814371257484,1.3293413173652693,6.0,22.0,105.0,13.0
0.214735969660595,1.1623376623376624,1.422077922077922,8.0,37.0,74.0,11.0
0.4641310782839528,1.4285714285714286,1.4316380320380175,3.0,42.2,148.8,9.0
0.2718027889950545,1.2397260273972603,1.5136986301369864,6.0,34.0,170.0,7.0
0.1695863555268288,1.137362637362637,1.4120879120879122,5.0,18.0,6.0,7.0
0.213350576307946,1.3419354838709678,1.5225806451612902,7.0,42.0,98.0,9.0
0.1922636007426258,1.3837209302325582,1.4883720930232558,8.0,44.0,110.0,9.0
0.1049820296118464,1.328042328042328,1.2910052910052912,6.0,49.0,147.0,11.0
0.198299389266821,1.3756613756613756,1.3174603174603174,7.0,36.0,120.0,13.0
0.082032469650187,1.0465116279069768,1.162790697674419,7.0,18.0,30.0,5.0
0.2538656352431924,1.4242424242424243,1.5454545454545454,3.0,43.0,125.0,7.0
0.0775495394620172,1.1758793969849246,1.2261306532663316,7.0,26.0,62.0,4.0
0.4206187896948322,1.611842105263158,2.0328947368421053,5.0,64.0,205.0,15.0
0.2313492874779579,1.3024691358024691,1.4876543209876545,7.0,37.0,130.0,11.0
0.4792657873584295,1.608695652173913,1.6695652173913045,7.0,75.0,330.0,15.0
0.213350576307946,1.5806451612903227,1.5483870967741935,7.0,52.0,152.0,4.0
0.1377889138655484,1.375,1.5,8.0,24.0,46.0,11.0
0.1865449910795118,1.3846153846153846,1.2615384615384615,5.0,40.0,91.0,9.0
0.1181047833133272,1.0357142857142858,1.1517857142857144,4.0,18.0,36.0,9.0
0.1181047833133272,1.0357142857142858,1.1517857142857144,4.0,18.0,36.0,9.0
0.1188119975846645,1.2694610778443114,1.3592814371257484,6.0,31.0,161.0,9.0
0.1953463082650814,1.5379746835443038,1.4746835443037976,8.0,54.0,172.0,11.0
0.2489090056926037,1.4274193548387095,1.5080645161290325,4.0,65.0,130.0,9.0
0.2074938938210612,1.2529411764705882,1.4117647058823528,4.0,32.0,67.0,9.0
0.0551155655462193,1.0416666666666667,1.075,2.0,15.0,40.0,4.0
0.2204622621848775,1.1470588235294117,1.3529411764705883,2.0,25.0,56.0,7.0
0.1773834293441543,1.2534409443255683,1.4022988505747127,2.0,14.0,67.0,7.0
0.2137815875732146,1.3757575757575755,1.4242424242424243,5.0,42.0,65.0,9.0
0.2560206915695352,1.3225806451612905,1.6451612903225803,2.0,47.0,76.0,7.0
0.2305487709122902,1.5228758169934642,1.457516339869281,6.0,91.0,246.0,9.0
0.2939496829131701,1.6266666666666665,1.76,5.0,58.0,250.0,13.0
0.1923496247250609,1.3355704697986577,1.2684563758389262,5.0,44.0,65.0,7.0
0.1909515656719412,1.2362204724409451,1.3543307086614174,3.0,29.0,86.0,9.0
0.2351597463305361,1.0,1.6666666666666663,4.0,10.0,24.0,7.0
0.0426701152615892,1.167741935483871,1.064516129032258,4.0,22.0,4.0,1.0
0.1923496247250609,1.3691275167785235,1.5033557046979864,7.0,40.0,155.0,13.0
0.3349162503469078,1.4623513870541611,1.5284015852047557,8.0,61.0,195.0,13.0
0.1889676533013236,1.457142857142857,1.5714285714285714,4.0,45.0,320.0,11.0
0.1434961469842398,1.2366863905325445,1.3550295857988166,7.0,35.0,100.0,9.0
0.2038957338126035,1.46242774566474,1.6358381502890174,7.0,53.0,125.0,11.0
0.1889676533013236,1.25,1.4285714285714286,7.0,63.0,137.0,13.0
0.1847449124454281,1.4189944134078212,1.5307262569832405,8.0,30.0,135.0,11.0
0.2583542134979034,1.1953125,1.390625,3.0,34.0,77.0,7.0
0.1695863555268288,1.1923076923076923,1.5934065934065933,2.0,25.0,36.0,9.0
0.2383375807404081,1.4324324324324325,1.7567567567567568,4.0,42.0,122.0,13.0
0.1453597333087104,1.21978021978022,1.3296703296703296,7.0,30.0,71.0,9.0
0.1945255254572449,1.2352941176470589,1.323529411764706,5.0,35.0,140.0,11.0
0.1807067722826865,1.147540983606557,1.221311475409836,1.0,20.0,49.0,3.0
0.2939496829131701,1.3331193640494106,1.4733333333333334,5.0,45.0,106.0,9.0
0.2204622621848775,1.8,1.7666666666666668,3.0,68.0,146.0,9.0
0.3602324545504535,1.588235294117647,1.588235294117647,7.0,61.0,245.0,13.0
0.1336134922332591,1.2424242424242424,1.2727272727272727,2.0,20.0,100.0,9.0
0.1736975399032368,1.2727272727272727,1.4545454545454546,2.0,21.0,45.0,5.0
0.0565287851756096,1.0,1.0961538461538465,3.0,8.0,22.0,5.0
0.2079832662121486,1.3773584905660377,1.2830188679245282,2.0,56.0,124.0,4.0
0.3298254316151712,1.4724409448818898,1.5511811023622046,7.0,61.0,103.0,15.0
0.2796845819519269,1.4081632653061225,1.6122448979591837,4.0,46.24,135.0,9.0
0.1940067907226922,1.352,1.28,7.0,68.0,98.0,9.0
0.176369809747902,1.1142857142857143,1.4857142857142858,6.0,24.5,85.0,11.0
0.2035036266321946,1.2307692307692306,1.3846153846153846,6.0,31.0,173.0,13.0
0.3646744186516772,1.7894736842105263,1.8270676691729324,5.0,70.0,203.0,11.0
0.179125588025213,1.3125,1.34375,7.0,40.0,75.0,7.0
0.179125588025213,1.5,1.5,7.0,58.0,183.0,13.0
0.2311297910002749,1.403225806451613,1.4838709677419355,4.0,43.0,200.0,11.0
0.331522198774252,1.6246240420105402,1.8270676691729324,6.0,75.0,186.2,15.0
0.1428571428571428,1.0,1.0,7.0,13.0,23.0,5.0
0.2342411535714324,1.4375,1.4375,2.0,48.0,80.0,4.0
0.1837185518207313,1.1282051282051282,1.3333333333333337,7.0,23.0,75.0,11.0
0.213350576307946,1.3870967741935485,1.4193548387096775,3.0,38.4,81.2,7.0
0.117579873165268,1.2466666666666668,1.2,7.0,30.0,70.0,7.0
0.2313492874779579,1.0740740740740742,1.4012345679012346,3.0,15.0,24.0,4.0
0.0944838266506618,1.1928571428571428,1.1285714285714286,7.0,21.0,60.0,7.0
0.194189557364918,1.616580310880829,1.538860103626943,7.0,61.0,131.0,11.0
0.2177405058616074,1.339506172839506,1.5555555555555556,7.0,35.0,82.0,13.0
0.1837185518207313,1.2500000000000002,1.2916666666666667,7.0,46.0,74.0,13.0
0.2015654968547452,1.2571428571428571,1.6171428571428574,5.0,39.0,84.0,9.0
0.2128601152129852,1.4137931034482758,1.6206896551724137,5.0,50.2,128.0,5.0
0.3090592460535666,1.5140186915887852,1.4205607476635511,6.0,37.0,105.0,9.0
0.2272806826648222,1.443298969072165,1.4123711340206184,6.0,63.0,225.0,13.0
0.0551155655462193,1.0625,1.0625,8.0,23.0,36.0,9.0
0.146974841456585,1.1777777777777778,1.5,2.0,32.0,114.0,9.0
0.1929044794117678,1.3125,1.41875,4.0,60.0,110.0,9.0
0.1094493500208612,1.0354609929078014,1.1985815602836878,4.0,11.0,22.0,7.0
0.1259784355342157,1.1785714285714284,1.1785714285714284,3.0,47.0,45.0,3.0
0.1881994921090418,1.3353658536585369,1.3658536585365857,7.0,45.0,220.0,9.0
0.127636046528087,1.2789473684210526,1.3789473684210527,5.0,61.0,75.0,9.0
0.1112424258731033,1.1605504587155964,1.2064220183486238,5.0,22.0,51.0,5.0
0.213350576307946,1.3763440860215053,1.6182795698924732,2.0,30.0,75.0,9.0
0.2505252979373608,1.4545454545454546,1.3409090909090908,7.0,40.0,7.0,9.0
0.1796359173358261,1.2962962962962965,1.2592592592592593,7.0,42.4,100.0,9.0
0.176369809747902,1.0,1.264,1.0,4.0,37.0,3.0
0.0938137285893096,1.3297872340425532,1.1861702127659577,7.0,32.0,85.0,7.0
0.5030682492809287,1.2684563758389262,1.812080536912752,7.0,22.0,60.0,11.0
0.2338236114082034,1.5478132898362371,1.4545454545454546,4.0,64.0,147.0,7.0
0.0904460562809754,1.2564102564102564,1.2564102564102564,7.0,39.0,67.0,9.0
0.1850032969383588,1.4545454545454546,1.3146853146853146,5.0,55.0,147.0,5.0
0.1574730444177697,1.1031746031746033,1.1984126984126984,2.0,16.0,36.0,3.0
0.4072232868383089,1.3312101910828025,1.6369426751592355,7.0,49.0,213.0,13.0
0.0976731541325407,1.3164556962025318,1.2341772151898736,7.0,26.0,115.0,9.0
0.2775049454075382,1.3076923076923077,1.5874125874125875,3.0,52.0,113.0,9.0
0.2084370478838842,1.0727272727272728,1.3272727272727274,6.0,23.0,48.0,9.0
0.2677041755102085,1.2714285714285714,1.4714285714285715,5.0,26.0,81.0,9.0
0.2351597463305361,1.3333333333333337,1.48,7.0,46.0,125.0,11.0
0.2696301048304258,1.287769784172662,1.539568345323741,7.0,39.5,125.0,9.0
0.3129141785849875,1.6258064516129034,1.8516129032258064,5.0,66.0,110.0,9.0
0.4199281184473858,1.6285714285714286,1.6285714285714286,5.0,52.0,173.0,9.0
0.1637719661944804,1.3142857142857145,1.457142857142857,7.0,32.0,120.0,13.0
0.2617989363445421,1.1875,1.71875,7.0,34.0,124.0,13.0
0.213350576307946,1.6774193548387095,1.7096774193548387,6.0,57.0,188.0,9.0
0.2261151407024385,1.5982905982905982,1.4273504273504274,3.0,67.0,189.0,13.0
0.1234588668235314,1.288,1.32,5.0,21.0,90.0,11.0
0.2523363241875104,1.3493975903614457,1.5120481927710845,7.0,43.0,157.0,9.0
0.3275439323889609,1.5714285714285714,1.7885714285714285,8.0,58.0,210.0,15.0
0.214735969660595,1.37012987012987,1.538961038961039,4.0,45.0,121.0,7.0
0.2940525793357272,1.7407407407407407,1.6296296296296298,3.0,50.0,109.8,9.0
0.460966548204744,1.2727272727272727,1.5454545454545454,3.0,30.0,107.2,9.0
0.1971613726856628,1.4065040650406504,1.3658536585365852,3.0,35.0,110.0,9.0
0.146974841456585,1.2592592592592593,1.3703703703703702,5.0,36.0,110.0,5.0
0.2819866144225178,1.4069767441860466,1.6569767441860466,4.0,34.0,184.0,11.0
0.165051960994026,1.1871657754010696,1.427807486631016,4.0,23.7,86.0,9.0
0.2372062314647416,1.3639240506329111,1.5253164556962024,3.0,46.0,130.0,7.0
0.1310856694072245,1.135135135135135,1.2702702702702702,5.0,33.0,90.0,5.0
0.152627719974146,1.2692307692307692,1.2692307692307692,4.0,34.0,105.0,11.0
0.1945255254572449,1.576470588235294,1.488235294117647,7.0,59.0,223.0,13.0
0.0752797968436167,1.2439024390243902,1.2146341463414634,7.0,26.0,25.0,9.0
0.1494659404643237,1.2966101694915255,1.1949152542372885,7.0,26.0,75.0,9.0
0.2417973198156721,1.3225806451612905,1.5806451612903227,4.0,40.0,112.0,11.0
0.201730174548254,1.457516339869281,1.6535947712418302,7.0,55.0,200.0,13.0
0.2792521987675116,1.5799999999999998,1.8,7.0,54.0,195.0,13.0
0.154169414115299,1.5594405594405594,1.4545454545454546,4.8,25.0,51.0,5.0
0.3429412967320318,1.7407407407407407,1.777777777777778,6.0,60.0,252.0,9.0
0.0734874207282925,1.4,1.2666666666666668,3.0,38.0,106.0,7.0
0.0951635664107385,1.1079136690647482,1.2158273381294966,6.0,31.0,75.0,11.0
0.1603361906799109,1.2545454545454544,1.4545454545454546,3.0,28.0,117.0,7.0
0.2066833707983227,1.4375,1.6249999999999998,7.0,52.0,103.0,11.0
0.2236573674339337,1.434782608695652,1.2681159420289854,2.0,35.0,77.4,7.0
0.088184904873951,1.1800000000000002,1.1333333333333333,7.0,29.0,83.0,7.0
0.2129465032467567,1.5227272727272727,1.5397727272727273,6.0,72.0,186.0,11.0
0.2776191449735495,1.6666666666666667,1.5925925925925926,3.0,41.0,150.0,9.0
0.1695863555268289,1.1,1.253846153846154,4.0,22.0,74.0,5.0
0.1959664552754467,1.4166666666666663,1.638888888888889,3.0,34.0,64.0,9.0
0.0443883749365525,1.2080536912751678,1.2348993288590604,5.0,37.0,196.0,5.0
0.2307692307692307,1.0967741935483872,1.0,4.0,12.0,51.0,1.0
0.2244226621043663,1.4491017964071855,1.5688622754491015,7.0,63.0,184.0,13.0
0.2015654968547452,1.0,1.6057142857142856,6.0,47.0,89.0,9.0
0.307311032136496,1.6666666666666667,1.6666666666666667,8.0,58.0,249.0,9.0
0.2204622621848775,1.5357142857142856,1.5,8.0,58.0,175.0,13.0
