,age,sex,max_boulder_numeric,max_sport_numeric,exp,trainexp,season,days,height,weight,span,pullup,pushup,continuous,maxhang,weightedpull,repeaters1,longcamp,ohpr,ohll,dl,shortcamp,bmi_score,strength_to_weight_pullup,strength_to_weight_weightpull,strength_to_weight_maxhang
0,43.0,2.0,1.0,4.0,7.0,1.0,3.0,3.0,165.1,68.49244787,165.1,2.0,6.0,16.0,16.78291769,4.535923700000001,31.0,41.0,11.339809250000002,10.886216880000001,67.675981604,62.0,25.1,0.0292002996271361,1.0662251655629138,1.2450331125827816
1,16.0,2.0,5.0,11.0,5.0,5.0,2.0,4.0,162.56,56.69904625,162.56,15.0,30.0,28.0,4.535923700000001,9.071847400000001,120.0,79.886,6.80388555,6.80388555,49.895160700000005,95.276,21.5,0.2645547146218531,1.1600000000000001,1.0799999999999998
2,19.0,1.0,8.0,15.0,7.0,5.0,2.0,5.0,177.8,70.30681735,187.96,18.0,70.0,54.0,15.875732950000002,38.55535145,117.0,114.0,22.498181552,22.498181552,127.36873749600002,301.0,22.2,0.2560206915695352,1.5483870967741935,1.2258064516129032
3,34.0,1.0,7.0,9.0,7.0,4.0,2.0,6.0,172.72,74.84274105,182.88,15.0,35.0,47.0,22.6796185,31.751465900000003,132.8,85.2,21.863152234,21.863152234,111.40228607200001,117.2,25.1,0.2004202383498887,1.4242424242424243,1.303030303030303
4,30.0,2.0,7.0,9.0,5.0,3.0,2.0,4.0,172.72,64.41011654,177.8,5.0,7.0,34.8,15.875732950000002,11.33980925,85.0,95.0,11.33980925,11.33980925,65.77089365,210.0,21.6,0.07762755710735125,1.176056338028169,1.2464788732394365
5,38.0,1.0,1.0,13.0,7.0,4.0,4.0,8.0,177.8,83.91458845000001,188.46800000000002,8.0,12.0,17.0,13.6077711,24.947580350000003,83.0,48.0,22.316744604,21.772433760000002,107.95498405999999,54.0,26.5,0.09533503229616326,1.2972972972972971,1.162162162162162
6,31.0,2.0,6.0,11.0,6.0,3.0,3.0,9.0,186.69,64.86370891,193.04,8.0,7.0,32.8,11.33980925,11.33980925,80.0,112.0,18.597287169999998,17.23651006,83.00740371,235.0,18.6,0.1233355312922392,1.1748251748251748,1.1748251748251748
7,37.0,2.0,7.0,9.0,6.0,4.0,1.0,4.0,175.26,63.502931800000006,177.8,12.0,22.0,53.0,32.567932166000006,31.207155055999998,116.0,104.6,20.502375124000004,20.048782754,111.13013065000003,152.8,20.7,0.18896765330132362,1.4757412448945297,1.4888920644782715
8,31.0,1.0,11.0,17.0,6.0,2.0,2.0,8.0,181.61,74.84274105,189.23,18.0,22.0,65.0,40.8233133,47.62719885,195.0,65.0,23.586803240000002,22.6796185,145.14955840000002,462.0,22.7,0.24050428601986645,1.6363636363636362,1.5454545454545454
9,30.0,2.0,7.0,15.0,7.0,2.0,2.0,8.0,165.1,52.163122550000004,164.465,13.0,16.0,31.0,10.43262451,20.86524902,62.0,72.0,18.415850222,17.23651006,60.32778521,332.0,19.1,0.24921820942638334,1.4,1.2
10,36.0,2.0,3.0,5.0,6.0,2.0,3.0,5.0,170.18,61.68856232,162.56,0.0,0.0,27.0,2.2679618500000003,0.0,32.0,19.0,6.80388555,6.80388555,22.6796185,26.0,21.3,0.0,1.0,1.036764705882353
11,33.0,1.0,7.0,11.0,4.0,2.0,3.0,3.0,172.72,68.0388555,172.72,14.0,26.0,56.0,56.24545388,45.81282937,165.0,138.8,24.04039561,24.04039561,138.254954376,172.8,22.8,0.20576477803921908,1.6733333333333333,1.8266666666666667
12,36.0,2.0,7.0,15.0,7.0,3.0,2.0,8.0,165.1,58.05982336,172.72,14.0,35.0,27.0,15.42214058,31.751465900000003,92.0,139.4,20.139501228,19.958064280000002,103.328341886,207.6,21.3,0.24113059926470984,1.546875,1.265625
13,36.0,1.0,4.0,11.0,5.0,4.0,2.0,5.0,185.42000000000002,76.65711053,185.42000000000002,16.0,27.0,60.0,33.11224301,42.18409041,205.0,90.0,24.312551032000002,23.858958662,145.60315077,149.0,22.3,0.2087216683407125,1.5502958579881656,1.4319526627218935
14,35.0,2.0,7.8,9.0,5.0,3.0,3.0,3.0,165.1,55.33826914,171.45,9.0,34.0,53.0,22.6796185,15.875732950000002,260.0,93.0,21.590996812,22.498181552,118.84120094,163.0,20.3,0.1626360950544179,1.2868852459016396,1.4098360655737705
15,54.0,2.0,3.2,9.0,6.0,2.0,3.0,5.0,154.94,45.359237,154.94,7.0,12.0,37.0,4.535923700000001,6.80388555,97.0,92.0,12.70058636,12.700586359999999,73.93555631000001,156.0,18.9,0.1543235835294143,1.15,1.0999999999999999
16,34.0,1.0,5.0,15.0,4.0,2.0,3.0,4.0,185.42000000000002,71.66759446,185.42000000000002,19.0,29.0,49.0,36.287389600000004,36.287389600000004,200.0,84.0,20.320938176000002,19.867345806,147.14536482800003,185.0,20.8,0.26511284693118187,1.5063291139240507,1.5063291139240507
17,37.0,1.0,9.0,6.6,7.0,2.0,3.0,4.0,175.26,67.13167076,182.88,13.0,17.0,50.0,27.2155422,28.576319310000002,120.0,120.2,20.41165665,18.143694800000002,133.80974915000002,197.4,21.9,0.19364928435158163,1.4256756756756757,1.4054054054054055
18,29.0,1.0,6.0,9.0,5.0,2.0,3.0,9.0,177.8,74.84274105,185.42000000000002,13.0,30.0,30.0,20.41165665,31.751465900000003,87.0,77.0,21.046685968000002,20.139501228,132.90256441,115.0,23.7,0.17369753990323689,1.4242424242424243,1.2727272727272727
19,45.0,1.0,7.0,9.0,7.0,3.0,3.0,5.0,179.07,70.76040972,179.07,14.0,36.0,45.0,21.31884139,32.658650640000005,160.0,137.8,25.582609668,24.856861876,118.84120094,191.0,22.1,0.19785074811463374,1.4615384615384617,1.3012820512820513
20,30.0,1.0,5.0,11.0,5.0,3.0,2.0,9.0,182.88,81.6466266,185.42000000000002,9.0,19.0,36.0,27.2155422,28.576319310000002,120.0,87.0,27.2155422,27.2155422,120.746288894,125.0,24.4,0.11023113109243879,1.35,1.3333333333333333
21,29.0,1.0,7.0,15.0,4.0,2.0,3.0,3.0,167.64000000000001,61.68856232,170.18,15.0,19.0,41.0,24.947580350000003,36.287389600000004,95.0,69.0,20.955967494,20.955967494,111.765159968,169.0,21.9,0.24315690682155613,1.588235294117647,1.4044117647058822
22,39.0,2.0,3.0,7.4,2.0,2.0,1.6,4.633333333333334,160.02,58.05982336,165.1,3.0,10.0,50.0,19.867345806000003,16.057169898,114.4,126.6,15.42214058,13.698489574000002,88.90410452,207.0,22.7,0.05167084269958068,1.2749210144927539,1.341143115942029
23,27.0,2.0,6.8,17.0,5.0,2.0,3.0,9.0,162.56,52.163122550000004,162.56,8.0,21.0,62.0,20.41165665,20.41165665,190.0,73.0,19.958064280000002,20.139501228,105.505585262,345.0,19.7,0.15336505195469743,1.391304347826087,1.391304347826087
24,30.0,1.0,7.0,9.0,6.0,1.0,4.0,9.0,180.34,88.45051215000001,190.5,6.0,21.0,35.2,21.681715286000003,31.751465900000003,94.4,72.6,24.947580350000003,24.947580350000003,123.37712464,192.8,27.2,0.06783454221073155,1.358974358974359,1.2569895169895169
25,44.0,1.0,4.0,11.0,4.0,2.0,2.0,5.0,177.8,74.84274105,165.1,12.0,21.0,41.0,18.143694800000002,24.947580350000003,60.0,99.8,23.768240188000004,22.861055448000002,98.42954429,161.0,23.7,0.16033619067991098,1.3333333333333335,1.2424242424242424
26,32.0,1.0,14.0,17.0,7.0,7.0,3.0,4.0,177.8,70.30681735,185.42000000000002,16.0,35.0,67.0,45.359237,56.69904625,120.0,90.0,24.221832558,23.768240188000004,148.05254956800002,53.0,22.2,0.2275739480618091,1.8064516129032258,1.6451612903225805
27,38.0,2.0,9.0,8.4,7.0,3.0,2.0,7.0,157.48,54.4310844,157.48,12.0,22.0,40.0,22.6796185,20.41165665,90.0,120.4,11.33980925,11.33980925,108.8621688,219.2,21.9,0.22046226218487758,1.375,1.4166666666666667
28,39.0,2.0,1.0,4.0,5.0,3.0,2.0,5.0,160.02,56.69904625,157.48,8.0,15.0,40.0,13.6077711,15.875732950000002,113.0,105.0,15.875732950000002,15.875732950000002,88.45051215000001,116.0,22.1,0.14109584779832166,1.28,1.24
29,27.0,1.0,9.0,13.0,6.0,4.0,2.0,5.0,170.18,61.23496995,177.8,15.0,20.0,45.0,34.01942775,31.751465900000003,180.0,162.0,15.875732950000002,18.143694800000002,113.3980925,187.0,21.1,0.24495806909430842,1.5185185185185186,1.5555555555555556
30,40.0,1.0,6.0,13.0,7.0,4.0,2.0,3.0,156.21,70.30681735,192.024,12.0,25.0,56.0,24.49398798,24.49398798,98.0,110.0,22.135307656000002,21.228122916000004,123.739998536,167.0,28.8,0.17068046104635684,1.3483870967741935,1.3483870967741935
31,31.0,2.0,9.0,13.0,5.0,3.0,2.0,4.0,157.48,49.895160700000005,154.94,14.0,26.0,65.0,29.48350405,31.751465900000003,152.6,77.2,13.879926522,12.70058636,77.1107029,142.0,20.1,0.28058833368984415,1.6363636363636362,1.590909090909091
32,38.0,1.0,6.0,6.8,7.0,7.0,3.0,5.0,175.26,72.57477920000001,182.88,11.0,33.0,21.0,18.143694800000002,15.875732950000002,62.0,91.6,23.496084766000003,23.042492396,101.15109851,155.8,23.6,0.1515678052521033,1.21875,1.25
33,32.0,1.0,8.0,6.2,4.0,3.0,4.0,3.0,172.72,69.39963261,170.18,16.0,30.0,64.0,47.62719885,36.287389600000004,120.0,93.0,23.223929344000002,22.770336974,149.6854821,163.0,23.3,0.23054877091229029,1.5228758169934642,1.6862745098039216
34,47.0,1.0,4.0,13.0,7.0,1.0,3.0,75.0,167.64000000000001,63.502931800000006,171.196,12.2,23.8,50.8,27.034105252,31.751465900000007,119.2,118.4,21.228122916000004,19.958064280000002,131.99537967,164.2,22.6,0.19241118317035313,1.4923129251700682,1.3905194805194805
35,31.0,2.0,7.0,5.0,5.0,1.0,3.0,6.666666666666667,165.1,59.420600470000004,157.48,9.0,18.0,18.0,11.33980925,15.875732950000002,50.0,62.8,14.96854821,15.2044162424,93.34930974599999,128.2,21.8,0.15146262287510673,1.267175572519084,1.1908396946564885
36,23.0,1.0,5.0,0.0,4.0,1.0,2.0,2.3333333333333335,187.96,70.30681735,190.5,11.0,12.0,30.0,18.143694800000002,24.947580350000003,62.0,65.2,19.050879540000004,17.236510060000004,93.89362059000001,83.4,19.9,0.15645708929249377,1.3548387096774193,1.2580645161290323
37,38.0,1.0,5.0,9.0,7.0,2.0,4.0,2.0833333333333335,180.34,76.20351816,180.34,22.0,37.0,72.0,38.55535145,45.359237,204.0,149.4,27.669134570000004,25.582609668000003,157.39655239000004,277.2,23.4,0.28870058143257776,1.5952380952380951,1.505952380952381
38,35.0,1.0,8.0,9.0,7.0,2.0,4.0,3.0,187.96,82.10021897,194.31,15.0,21.0,48.0,29.48350405,24.947580350000003,110.0,112.0,20.411656650000005,20.411656650000005,99.33672903,116.0,23.2,0.18270353219741237,1.3038674033149171,1.3591160220994476
39,34.0,1.0,8.0,0.0,4.0,2.0,1.0,3.3333333333333335,177.8,74.84274105,185.42000000000002,14.0,30.0,58.0,42.18409041,31.751465900000003,102.0,100.0,23.768240188,23.314647818000005,113.3980925,116.0,23.7,0.1870588891265628,1.4242424242424243,1.5636363636363637
40,28.0,1.0,8.0,15.0,7.0,6.0,1.0,2.5,170.18,65.77089365,177.8,15.0,24.0,57.0,31.751465900000003,31.751465900000003,183.0,57.0,22.6796185,22.6796185,99.79032140000001,75.0,22.7,0.2280644091567699,1.482758620689655,1.482758620689655
41,31.0,1.0,11.0,17.0,6.0,2.0,4.0,10.0,182.88,76.20351816,187.96,19.0,33.0,82.0,48.98797596,49.895160700000005,204.0,104.0,28.12272694,28.12272694,145.14955840000002,348.0,22.8,0.24933232032813535,1.6547619047619049,1.6428571428571428
42,31.0,2.0,4.0,4.0,5.0,3.0,4.0,4.166666666666667,157.48,54.4310844,157.48,10.0,30.0,20.0,15.875732950000002,19.958064280000002,79.8,63.2,14.96854821,14.1157945544,75.74992578999999,106.4,21.9,0.1837185518207313,1.3666666666666667,1.2916666666666667
43,31.0,2.0,7.0,15.0,7.0,2.0,4.0,10.0,165.1,54.4310844,162.56,12.0,18.0,38.0,11.33980925,22.6796185,84.0,104.0,19.323034962,18.143694800000002,79.83225712000001,320.0,20.0,0.22046226218487758,1.4166666666666667,1.2083333333333333
44,40.0,3.0,8.0,13.0,7.0,3.0,3.0,8.333333333333334,167.64000000000001,63.95652417,175.26,12.0,20.0,46.0,25.85476509,29.302067102000002,126.0,130.8,21.046685968000002,21.046685968000002,109.22504269599999,206.4,22.8,0.1876274571786192,1.4533319940146905,1.4044931809637693
45,28.0,1.0,8.0,9.0,4.0,3.0,4.0,3.3333333333333335,162.56,58.9670081,162.56,10.0,22.0,43.0,31.751465900000003,31.751465900000003,161.0,77.0,18.778724118000003,19.232316488000002,102.69331256800001,102.0,22.3,0.1695863555268289,1.5384615384615385,1.5384615384615385
46,29.0,1.0,9.0,13.0,6.0,4.0,2.0,6.666666666666667,182.88,72.57477920000001,182.88,15.0,26.0,30.0,22.6796185,45.359237,156.0,80.0,20.41165665,20.41165665,126.189397334,105.0,21.7,0.20668337079832272,1.6249999999999998,1.3125
47,27.0,1.0,4.0,11.0,3.0,2.0,3.0,2.9166666666666665,170.18,68.0388555,177.292,14.0,27.0,41.0,32.658650640000005,34.926612490000004,100.0,70.0,23.042492396,23.042492396,115.84749129800002,130.0,23.5,0.20576477803921908,1.5133333333333334,1.48
48,22.0,1.0,11.0,0.0,5.0,3.0,2.0,4.166666666666667,170.18,50.80234544,177.8,20.0,20.0,49.0,24.947580350000003,36.287389600000004,143.0,55.0,15.875732950000002,15.875732950000002,83.91458845000001,103.8,17.5,0.3936826110444242,1.7142857142857144,1.4910714285714286
49,26.0,2.0,4.0,9.0,3.0,2.0,2.0,2.5,160.02,48.98797596,160.02,4.0,4.0,15.0,2.2679618500000003,6.80388555,37.0,25.0,5.8967008100000005,5.8967008100000005,68.0388555,25.0,19.1,0.08165268969810281,1.138888888888889,1.0462962962962963
50,38.0,1.0,3.0,9.0,4.0,3.0,4.0,3.75,172.72,72.57477920000001,175.26,9.0,22.0,14.0,2.2679618500000003,24.49398798,76.0,60.0,20.411656650000005,19.05087954,94.80080533000002,106.0,24.3,0.12401002247899362,1.3375,1.03125
51,32.0,1.0,9.0,9.0,7.0,1.0,4.0,2.9166666666666665,165.1,61.23496995,170.18,14.0,22.0,11.0,32.114339796,34.01942775,40.0,35.0,22.044589182000003,20.86524902,109.860072014,64.0,22.5,0.22862753115468787,1.5555555555555556,1.542618484641432
52,32.0,1.0,4.0,0.0,3.0,2.0,2.0,2.0833333333333335,172.72,71.66759446,182.88,13.0,22.0,36.0,34.926612490000004,47.173606480000004,87.0,42.0,21.228122916,21.228122916,139.70644996000001,75.0,24.0,0.1813930005318613,1.6582278481012658,1.4873417721518987
53,23.0,2.0,4.0,5.0,1.0,1.0,3.0,14.166666666666666,157.48,53.97749203,160.02,16.0,39.0,18.0,4.535923700000001,31.751465900000003,120.0,45.0,13.6077711,15.875732950000002,74.84274105,123.0,21.8,0.29641984831580176,1.5882352941176472,1.084033613445378
54,35.0,1.0,11.0,15.0,7.0,7.0,1.0,2.0833333333333335,180.34,68.94604024,193.04,21.0,36.0,78.0,61.23496995,40.8233133,170.0,73.0,22.6796185,22.6796185,139.61573148600002,383.0,21.2,0.304586020123844,1.5921052631578947,1.888157894736842
55,28.0,1.0,7.0,0.0,4.0,3.0,3.0,10.0,177.8,74.84274105,182.88,14.0,34.0,32.0,22.6796185,36.287389600000004,45.0,77.6,15.875732950000002,15.875732950000002,127.45945597,95.2,23.7,0.1870588891265628,1.484848484848485,1.303030303030303
56,31.0,1.0,11.0,0.0,7.0,5.0,1.0,1.1666666666666667,175.26,67.58526313,177.8,22.0,30.0,65.0,56.69904625,61.23496995,153.0,108.4,25.401172719999998,24.947580350000003,139.162139116,182.6,22.0,0.3255147495347186,1.906040268456376,1.8389261744966443
57,34.0,1.0,4.0,9.0,3.0,2.0,3.0,1.6666666666666667,177.8,74.38914868,182.88,20.0,45.0,60.0,40.8233133,56.69904625,116.0,124.0,18.143694800000002,18.143694800000002,136.077711,170.6,23.5,0.2688564172986312,1.7621951219512195,1.5487804878048779
58,37.0,1.0,5.0,0.0,4.0,3.0,2.0,1.6666666666666667,175.26,70.76040972,180.34,14.0,29.0,47.2,26.30835746,29.48350405,120.0,109.4,18.506568696,16.964354638,115.93820977200001,182.4,23.0,0.19785074811463374,1.4166666666666667,1.3717948717948718
59,35.0,1.0,7.0,0.0,7.0,5.0,2.0,3.75,172.72,73.93555631000001,182.88,15.0,30.0,50.0,29.48350405,36.287389600000004,125.0,95.0,21.863152234000005,20.955967494,139.25285759000002,148.0,24.8,0.20287938237872166,1.49079754601227,1.3987730061349692
60,53.0,1.0,5.0,11.0,7.0,6.0,3.0,1.0,172.72,67.13167076,177.8,12.0,26.0,64.0,26.30835746,22.6796185,195.0,75.0,27.2155422,25.85476509,118.38760857000001,115.0,22.5,0.17875318555530614,1.337837837837838,1.3918918918918919
61,39.0,1.0,5.0,11.0,7.0,1.0,2.0,2.5,172.72,62.142154690000005,172.72,16.0,28.0,45.0,19.595190384,38.55535145,70.0,114.6,21.500278338000005,21.500278338,123.83071701000001,174.4,20.8,0.25747417481445556,1.6204379562043794,1.2923307435287954
62,32.0,1.0,1.0,5.0,3.0,2.0,1.0,1.25,175.26,70.30681735,182.88,14.0,30.0,38.0,24.947580350000003,39.916128560000004,90.0,40.0,19.867345806,20.320938176000002,135.442681682,70.0,22.9,0.19912720455408298,1.567741935483871,1.3548387096774193
63,30.0,2.0,6.0,9.0,7.0,6.0,3.0,4.583333333333333,165.1,62.59574706,160.02,11.0,19.0,36.0,13.6077711,27.2155422,100.0,89.0,20.41165665,20.41165665,77.1107029,154.0,23.0,0.17573078869809083,1.434782608695652,1.2173913043478262
64,31.0,2.0,8.0,13.0,5.0,3.0,1.0,1.25,157.48,51.255937810000006,154.94,15.0,30.0,48.6,29.48350405,24.947580350000003,100.0,72.8,15.240703632000002,14.787111262000002,74.84274105,88.4,20.7,0.29264902059939496,1.4867256637168142,1.5752212389380529
65,26.0,1.0,8.0,0.0,4.0,1.0,1.0,1.25,177.8,57.60623099,180.34,16.4,25.0,40.0,52.163122550000004,34.01942775,124.4,62.6,17.690102430000003,17.055073112,87.271171988,121.2,18.2,0.2553092752742184,1.5905511811023623,1.905511811023622
66,24.0,2.0,3.0,7.0,3.0,3.0,2.0,2.5,157.48,58.9670081,157.48,2.0,30.0,7.0,0.0,0.0,15.0,20.0,11.33980925,11.33980925,54.4310844,25.0,23.8,0.033917271105365784,1.0,1.0
67,31.0,2.0,7.0,9.0,5.0,4.0,2.0,1.6666666666666667,173.99,65.77089365,175.26,8.0,8.0,60.0,15.875732950000002,11.33980925,98.0,55.0,13.607771099999999,13.607771099999999,72.12118683,132.0,21.7,0.12163435155027727,1.1724137931034484,1.2413793103448276
68,45.0,1.0,7.0,13.0,7.0,6.0,4.0,1.25,170.18,65.31730128000001,175.26,18.0,31.0,45.0,34.01942775,49.895160700000005,133.0,161.0,23.223929344000002,22.770336974,132.44897204,176.0,22.6,0.27557782773109696,1.7638888888888888,1.5208333333333333
69,25.0,1.0,4.0,9.0,3.0,1.0,2.0,1.3333333333333333,187.96,65.77089365,193.04,11.0,15.0,12.0,13.834567285000002,22.6796185,24.0,31.0,17.23651006,16.329325320000002,95.70799007000001,54.0,18.6,0.16724723338163125,1.3448275862068966,1.1921741400144843
70,27.0,2.0,6.0,0.0,4.0,3.0,2.0,1.6666666666666667,154.94,52.163122550000004,152.4,6.0,7.0,12.0,0.0,13.6077711,35.0,52.0,6.80388555,6.80388555,29.48350405,97.2,21.7,0.11502378896602308,1.2608695652173914,1.0
71,29.0,1.0,9.0,0.0,4.0,3.0,3.0,1.25,170.18,65.77089365,170.18,22.0,34.0,38.0,40.8233133,52.163122550000004,110.0,100.8,0.0,0.0,102.05828325,166.2,22.7,0.3344944667632625,1.7931034482758619,1.6206896551724137
72,30.0,2.0,5.0,9.0,6.0,1.0,4.0,1.6666666666666667,187.96,72.57477920000001,190.5,6.0,20.0,24.0,15.42214058,11.793401620000001,62.2,65.0,20.320938176000002,18.960161066000005,79.37866475000001,78.0,20.5,0.08267334831932908,1.1624999999999999,1.2125000000000001
73,45.0,2.0,4.0,13.0,7.0,1.0,1.0,8.333333333333334,160.02,56.69904625,162.56,7.0,15.0,55.0,18.143694800000002,9.071847400000001,200.0,119.0,17.962257852,17.417947008,104.235526626,295.0,22.1,0.12345886682353144,1.1600000000000001,1.32
74,42.0,1.0,6.0,15.0,7.0,7.0,3.0,7.666666666666667,175.26,69.39963261,177.8,28.0,43.0,76.0,43.09127515,49.895160700000005,220.0,218.0,32.20505827,27.2155422,154.2214058,303.0,22.6,0.403460349096508,1.7189542483660132,1.6209150326797386
75,31.0,1.0,9.0,13.0,6.0,3.0,3.0,2.5,167.64000000000001,64.41011654,172.72,21.0,53.0,103.0,28.12272694,45.359237,80.0,85.0,24.04039561,24.04039561,159.66451424,190.0,22.9,0.32603573985087525,1.704225352112676,1.436619718309859
76,40.0,1.0,6.0,9.0,4.0,3.0,1.0,0.8333333333333334,182.88,88.45051215000001,190.5,10.0,25.0,34.0,18.143694800000002,29.48350405,67.0,51.0,22.316744604,21.863152234000005,84.36818082,81.0,26.4,0.11305757035121926,1.3333333333333333,1.205128205128205
77,31.0,1.0,9.0,9.0,7.0,2.0,1.0,2.0833333333333335,175.26,73.48196394,177.8,22.0,37.0,63.0,43.09127515,47.62719885,94.0,98.4,24.49398798,24.493987980000007,140.522916226,90.2,23.9,0.2993931955597103,1.6481481481481481,1.5864197530864197
78,34.0,2.0,4.0,0.0,4.0,2.0,2.0,2.5,170.18,67.58526313,180.34,11.0,18.0,31.0,36.287389600000004,24.947580350000003,150.0,113.6,19.50447191,19.050879540000004,102.69331256800001,171.2,23.3,0.1627573747673593,1.3691275167785235,1.5369127516778522
79,40.0,2.0,1.0,4.0,2.0,1.0,2.0,1.25,160.02,53.97749203,165.1,3.0,8.0,10.0,0.0,0.45359237,66.0,106.4,9.071847400000001,6.80388555,27.2155422,165.8,21.1,0.05557872155921283,1.0084033613445378,1.0
80,30.0,1.0,3.0,7.0,4.0,2.0,2.0,2.0833333333333335,175.26,72.57477920000001,185.42000000000002,9.0,17.0,31.0,18.143694800000002,24.947580350000003,68.0,72.6,24.947580350000003,20.41165665,115.66605435000001,98.0,23.6,0.12401002247899362,1.34375,1.25
81,27.0,2.0,4.0,9.0,7.0,6.0,4.0,2.9166666666666665,170.18,63.502931800000006,172.72,8.0,25.0,31.0,14.06136347,14.06136347,91.0,93.0,12.24699399,11.33980925,72.57477920000001,110.0,21.9,0.12597843553421575,1.2214285714285713,1.2214285714285713
82,25.0,1.0,12.0,17.0,7.0,3.0,4.0,8.333333333333334,180.34,71.66759446,190.5,16.0,15.0,54.0,45.359237,56.69904625,206.0,127.74,24.04039561,23.586803240000005,144.423810608,180.05,22.0,0.22325292373152159,1.7911392405063291,1.6329113924050633
83,27.0,1.0,7.0,11.0,4.0,3.0,4.0,2.5,184.15,79.37866475,191.77,13.0,30.0,60.0,40.8233133,49.895160700000005,160.0,90.0,22.6796185,22.6796185,120.20197805000001,150.0,23.4,0.16377196619448048,1.6285714285714286,1.5142857142857145
84,26.0,2.0,4.0,9.0,5.0,2.0,3.0,3.4166666666666665,172.72,64.86370891,172.72,13.0,30.0,60.0,36.287389600000004,27.2155422,130.0,106.0,25.129017298,24.675424928,104.77983747,117.0,21.7,0.2004202383498887,1.4195804195804196,1.5594405594405594
85,35.0,1.0,5.0,13.0,6.0,3.0,1.8,3.3333333333333335,175.26,71.21400209000001,173.99,18.0,39.0,26.0,16.329325320000002,40.8233133,137.0,118.0,22.498181552000002,22.498181552000002,122.92353227000001,137.0,23.2,0.25275928148584687,1.573248407643312,1.229299363057325
86,37.0,1.0,7.0,0.0,5.0,1.0,3.0,4.166666666666667,177.038,59.874192840000006,177.8,17.0,45.0,60.0,24.947580350000003,40.36972093,126.0,110.8,20.41165665,19.323034962,116.57323908999999,169.8,19.1,0.28392867099567565,1.6061462144207876,1.4166666666666667
87,32.0,1.0,7.0,9.0,4.0,2.0,3.0,4.166666666666667,177.8,74.84274105,187.96,11.0,26.0,61.0,31.751465900000003,31.751465900000003,9.0,66.0,24.947580350000003,27.2155422,151.95344395,142.0,23.7,0.14697484145658504,1.4242424242424243,1.4242424242424243
88,39.0,1.0,8.0,0.0,5.0,5.0,2.0,1.6666666666666667,175.00600000000003,61.23496995,175.00600000000003,22.0,40.0,70.0,41.458342618,45.359237,151.6,120.4,24.131114084,23.13321087,139.25285759000002,181.6,20.0,0.35927183467165236,1.7407407407407407,1.6198840221358766
89,33.0,1.0,10.0,15.0,7.0,2.0,3.0,16.666666666666668,180.34,65.77089365,180.34,15.0,27.0,48.0,24.947580350000003,34.01942775,73.0,93.6,22.588900025999997,22.588900025999997,104.77983747,150.6,20.2,0.2280644091567699,1.517241379310345,1.3793103448275863
90,36.0,1.0,6.0,13.0,7.0,4.0,4.0,4.166666666666667,180.34,73.48196394,180.34,17.0,36.0,43.0,18.143694800000002,47.62719885,125.0,153.0,22.316744604,21.863152234,132.90256441000002,270.0,22.6,0.23134928747795797,1.6481481481481481,1.2469135802469136
91,23.0,2.0,6.0,9.0,3.0,2.0,2.0,2.9166666666666665,154.94,45.359237,160.02,15.0,33.0,41.0,18.59728717,24.947580350000003,100.0,92.0,12.70058636,12.70058636,95.70799007,105.0,18.9,0.3306933932773164,1.55,1.41
92,31.0,1.0,5.0,3.0,3.0,3.0,2.0,1.5,182.88,79.37866475,187.96,15.0,31.0,30.0,36.287389600000004,36.287389600000004,90.0,59.0,27.2155422,27.2155422,174.63306245,100.0,23.7,0.18896765330132365,1.457142857142857,1.457142857142857
93,30.0,1.0,9.0,0.0,6.0,2.0,4.0,4.166666666666667,179.07,79.37866475,193.04,16.0,31.0,50.0,45.359237,47.62719885,145.0,87.8,23.586803240000002,22.316744604,109.58791659200001,116.2,24.8,0.20156549685474523,1.6,1.5714285714285714
94,39.0,1.0,6.0,13.0,7.0,4.0,4.0,20.833333333333332,177.8,81.6466266,185.42000000000002,8.0,12.0,17.0,36.287389600000004,31.751465900000003,85.0,48.0,20.502375124,20.048782754,81.19303423,54.0,25.8,0.09798322763772337,1.3888888888888888,1.4444444444444444
95,32.0,1.0,4.0,9.0,5.0,1.0,3.0,4.166666666666667,177.8,70.30681735,172.72,12.0,15.0,14.0,15.875732950000002,20.41165665,45.0,15.0,18.143694800000002,18.143694800000002,83.91458845000001,28.0,22.2,0.17068046104635684,1.2903225806451613,1.2258064516129032
96,25.0,1.0,6.0,9.0,4.0,3.0,2.0,1.6666666666666667,190.5,68.0388555,193.04,15.0,21.0,45.0,34.01942775,34.01942775,146.0,60.0,15.875732950000002,15.875732950000002,102.05828325,95.0,18.7,0.22046226218487758,1.5,1.5
97,26.0,1.0,5.0,9.0,3.0,2.0,2.0,6.25,175.26,72.57477920000001,184.15,10.0,30.0,61.0,31.751465900000003,27.2155422,135.0,45.0,24.856861876,24.403269506,103.41906036,84.0,23.6,0.13778891386554848,1.375,1.4375
98,28.0,2.0,5.0,11.0,5.0,3.0,3.0,8.333333333333334,162.56,53.07030729,167.64000000000001,5.0,20.0,20.0,7.71107029,9.071847400000001,43.0,0.0,15.875732950000002,16.147888372,74.84274105,0.0,20.1,0.0942146419593494,1.170940170940171,1.1452991452991452
99,20.0,1.0,9.0,13.0,7.0,5.0,3.0,8.333333333333334,182.88,71.66759446,182.88,19.0,37.0,70.0,45.359237,40.8233133,45.0,63.2,22.6796185,20.41165665,142.88159655,80.8,21.4,0.26511284693118187,1.5696202531645569,1.6329113924050633
